-10.0,-10.0,-0.506365641109759
-10.0,-9.8,-0.573381871990423
-10.0,-9.6,0.983587745434345
-10.0,-9.4,-0.245251985467654
-10.0,-9.2,-0.779466069615805
-10.0,-9.0,0.893996663600558
-10.0,-8.8,0.0353983027336607
-10.0,-8.6,-0.923458447004060
-10.0,-8.4,0.733190320073292
-10.0,-8.2,0.313228782433085
-10.0,-8.0,-0.993888653923375
-10.0,-7.8,0.513978455987535
-10.0,-7.6,0.566107636898180
-10.0,-7.4,-0.985146260468247
-10.0,-7.2,0.253823362762036
-10.0,-7.0,0.773890681557889
-10.0,-6.8,-0.897927680689291
-10.0,-6.6,-0.0265511540239668
-10.0,-6.4,0.920026038196791
-10.0,-6.2,-0.739180696649228
-10.0,-6.0,-0.304810621102217
-10.0,-5.8,0.992872648084537
-10.0,-5.6,-0.521551002086912
-10.0,-5.4,-0.558789048851610
-10.0,-5.2,0.986627592040486
-10.0,-5.0,-0.262374853703929
-10.0,-4.8,-0.768254661323667
-10.0,-4.6,0.901788347648809
-10.0,-4.4,0.0177019251054065
-10.0,-4.2,-0.916521547915631
-10.0,-4.0,0.745113160479349
-10.0,-3.8,0.296368578709385
-10.0,-3.6,-0.991778853443116
-10.0,-3.4,0.529082686120030
-10.0,-3.2,0.551426681241685
-10.0,-3.0,-0.988031624092862
-10.0,-2.8,0.270905788307869
-10.0,-2.6,0.762558450479600
-10.0,-2.4,-0.905578362006627
-10.0,-2.2,-0.00885130929039677
-10.0,-2.0,0.912945250727628
-10.0,-1.8,-0.750987246771683
-10.0,-1.6,-0.287903316665062
-10.0,-1.4,0.990607355694871
-10.0,-1.2,-0.536572918000441
-10.0,-1.0,-0.544021110889370
-10.0,-0.8,0.989358246623383
-10.0,-0.6,-0.279415498198929
-10.0,-0.4,-0.756802495307919
-10.0,-0.2,0.909297426825685
-10.0,0.0,0
-10.0,0.2,-0.909297426825677
-10.0,0.4,0.756802495307931
-10.0,0.6,0.279415498198912
-10.0,0.8,-0.989358246623381
-10.0,1.0,0.544021110889370
-10.0,1.2,0.536572918000426
-10.0,1.4,-0.990607355694871
-10.0,1.6,0.287903316665079
-10.0,1.8,0.750987246771671
-10.0,2.0,-0.912945250727628
-10.0,2.2,0.00885130929041453
-10.0,2.4,0.905578362006622
-10.0,2.6,-0.762558450479612
-10.0,2.8,-0.270905788307862
-10.0,3.0,0.988031624092862
-10.0,3.2,-0.551426681241702
-10.0,3.4,-0.529082686120024
-10.0,3.6,0.991778853443118
-10.0,3.8,-0.296368578709392
-10.0,4.0,-0.745113160479349
-10.0,4.2,0.916521547915639
-10.0,4.4,-0.0177019251054136
-10.0,4.6,-0.901788347648803
-10.0,4.8,0.768254661323671
-10.0,5.0,0.262374853703929
-10.0,5.2,-0.986627592040483
-10.0,5.4,0.558789048851616
-10.0,5.6,0.521551002086900
-10.0,5.8,-0.992872648084538
-10.0,6.0,0.304810621102217
-10.0,6.2,0.739180696649228
-10.0,6.4,-0.920026038196802
-10.0,6.6,0.0265511540239810
-10.0,6.8,0.897927680689291
-10.0,7.0,-0.773890681557889
-10.0,7.2,-0.253823362762036
-10.0,7.4,0.985146260468242
-10.0,7.6,-0.566107636898192
-10.0,7.8,-0.513978455987535
-10.0,8.0,0.993888653923375
-10.0,8.2,-0.313228782433085
-10.0,8.4,-0.733190320073273
-10.0,8.6,0.923458447004065
-10.0,8.8,-0.0353983027336607
-10.0,9.0,-0.893996663600558
-10.0,9.2,0.779466069615823
-10.0,9.4,0.245251985467627
-10.0,9.6,-0.983587745434342
-10.0,9.8,0.573381871990423
-10.0,10.0,0.506365641109759
-9.8,-10.0,-0.573381871990423
-9.8,-9.8,0.975585686614278
-9.8,-9.6,-0.166993548985285
-9.8,-9.4,-0.848853692872879
-9.8,-9.2,0.811191612600396
-9.8,-9.0,0.233237514907743
-9.8,-8.8,-0.988196385893486
-9.8,-8.6,0.516708210261376
-9.8,-8.4,0.596064701365074
-9.8,-8.2,-0.969063815983176
-9.8,-8.0,0.139361248969246
-9.8,-7.8,0.863302072254247
-9.8,-7.6,-0.794524238693540
-9.8,-7.4,-0.260334823175799
-9.8,-7.2,0.992093254873273
-9.8,-7.0,-0.492568249616379
-9.8,-6.8,-0.618281471682173
-9.8,-6.6,0.961784240747620
-9.8,-6.4,-0.111619983312062
-9.8,-6.2,-0.877075441440844
-9.8,-6.0,0.777235631526222
-9.8,-5.8,0.287228577363125
-9.8,-5.6,-0.995214412682280
-9.8,-5.4,0.468043153106672
-9.8,-5.2,0.640014811795595
-9.8,-5.0,-0.953752652759472
-9.8,-4.8,0.0837914427263319
-9.8,-4.6,0.890163031126167
-9.8,-4.4,-0.759339308946328
-9.8,-4.2,-0.313897749420763
-9.8,-4.0,0.997557418907805
-9.8,-3.8,-0.443152096743398
-9.8,-3.6,-0.661247728550098
-9.8,-3.4,0.944975331864385
-9.8,-3.2,-0.0558973861643334
-9.8,-3.0,-0.902554608210187
-9.8,-2.8,0.740849263970401
-9.8,-2.6,0.340321486899034
-9.8,-2.4,-0.999120441568739
-9.8,-2.2,0.417914542679324
-9.8,-2.0,0.681963620068136
-9.8,-1.8,-0.935459140991667
-9.8,-1.6,0.0279596238048633
-9.8,-1.4,0.914240483800530
-9.8,-1.2,-0.721779953842639
-9.8,-1.0,-0.366479129251928
-9.8,-0.8,0.999902258547975
-9.8,-0.6,-0.392350223991456
